1.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,scale,linear,Test,0.29,0.29,0.29,0.36,0.31,0.31,0.23,0.21,0.23,0.19
1.0,scale,poly,Train,0.99,0.99,0.99,0.99,0.99,1.0,0.99,0.99,0.99,0.99
1.0,scale,poly,Test,0.34,0.33,0.23,0.33,0.26,0.37,0.16,0.24,0.29,0.16
1.0,scale,rbf,Train,0.73,0.73,0.76,0.75,0.75,0.77,0.75,0.77,0.75,0.74
1.0,scale,rbf,Test,0.34,0.23,0.17,0.27,0.29,0.26,0.2,0.19,0.26,0.23
1.0,scale,sigmoid,Train,0.13,0.15,0.14,0.13,0.15,0.15,0.14,0.14,0.14,0.14
1.0,scale,sigmoid,Test,0.17,0.13,0.13,0.14,0.14,0.14,0.17,0.13,0.16,0.19
1.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,auto,linear,Test,0.29,0.29,0.29,0.36,0.31,0.31,0.23,0.21,0.23,0.19
1.0,auto,poly,Train,0.24,0.22,0.24,0.21,0.23,0.22,0.23,0.2,0.25,0.23
1.0,auto,poly,Test,0.2,0.14,0.11,0.21,0.2,0.16,0.19,0.23,0.14,0.19
1.0,auto,rbf,Train,0.27,0.3,0.27,0.29,0.28,0.28,0.27,0.28,0.28,0.28
1.0,auto,rbf,Test,0.21,0.16,0.19,0.23,0.19,0.23,0.17,0.19,0.2,0.2
1.0,auto,sigmoid,Train,0.23,0.24,0.25,0.25,0.23,0.23,0.24,0.23,0.24,0.23
1.0,auto,sigmoid,Test,0.21,0.16,0.06,0.24,0.16,0.23,0.17,0.23,0.2,0.11
2.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,scale,linear,Test,0.29,0.29,0.29,0.36,0.31,0.31,0.23,0.21,0.23,0.19
2.0,scale,poly,Train,0.99,1.0,1.0,0.99,1.0,1.0,0.99,1.0,0.99,1.0
2.0,scale,poly,Test,0.31,0.31,0.21,0.34,0.24,0.39,0.19,0.23,0.27,0.16
2.0,scale,rbf,Train,0.92,0.92,0.94,0.93,0.93,0.93,0.93,0.93,0.92,0.93
2.0,scale,rbf,Test,0.39,0.27,0.27,0.31,0.29,0.29,0.19,0.2,0.23,0.21
2.0,scale,sigmoid,Train,0.12,0.13,0.11,0.13,0.13,0.13,0.12,0.13,0.12,0.11
2.0,scale,sigmoid,Test,0.14,0.16,0.16,0.17,0.09,0.13,0.13,0.11,0.14,0.14
2.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,auto,linear,Test,0.29,0.29,0.29,0.36,0.31,0.31,0.23,0.21,0.23,0.19
2.0,auto,poly,Train,0.23,0.22,0.24,0.2,0.24,0.21,0.23,0.2,0.25,0.22
2.0,auto,poly,Test,0.19,0.17,0.11,0.19,0.2,0.17,0.21,0.26,0.13,0.19
2.0,auto,rbf,Train,0.32,0.33,0.32,0.33,0.33,0.32,0.32,0.33,0.33,0.32
2.0,auto,rbf,Test,0.27,0.17,0.16,0.23,0.2,0.27,0.23,0.26,0.21,0.21
2.0,auto,sigmoid,Train,0.25,0.26,0.26,0.27,0.25,0.26,0.26,0.26,0.26,0.25
2.0,auto,sigmoid,Test,0.23,0.13,0.09,0.21,0.19,0.23,0.17,0.24,0.21,0.13
4.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,scale,linear,Test,0.29,0.29,0.29,0.36,0.31,0.31,0.23,0.21,0.23,0.19
4.0,scale,poly,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,scale,poly,Test,0.3,0.29,0.23,0.3,0.23,0.31,0.21,0.21,0.2,0.16
4.0,scale,rbf,Train,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
4.0,scale,rbf,Test,0.43,0.27,0.29,0.31,0.27,0.29,0.19,0.23,0.29,0.21
4.0,scale,sigmoid,Train,0.13,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.12,0.11
4.0,scale,sigmoid,Test,0.11,0.11,0.17,0.16,0.1,0.14,0.13,0.14,0.13,0.16
4.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,auto,linear,Test,0.29,0.29,0.29,0.36,0.31,0.31,0.23,0.21,0.23,0.19
4.0,auto,poly,Train,0.23,0.24,0.26,0.22,0.25,0.24,0.24,0.21,0.25,0.23
4.0,auto,poly,Test,0.19,0.16,0.13,0.2,0.21,0.16,0.23,0.23,0.14,0.19
4.0,auto,rbf,Train,0.4,0.42,0.39,0.42,0.42,0.42,0.4,0.42,0.42,0.42
4.0,auto,rbf,Test,0.34,0.2,0.2,0.29,0.23,0.29,0.23,0.29,0.19,0.24
4.0,auto,sigmoid,Train,0.32,0.32,0.32,0.32,0.29,0.31,0.31,0.31,0.33,0.3
4.0,auto,sigmoid,Test,0.3,0.19,0.13,0.21,0.23,0.27,0.19,0.21,0.24,0.19
8.0,scale,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,scale,linear,Test,0.29,0.29,0.29,0.36,0.31,0.31,0.23,0.21,0.24,0.19
8.0,scale,poly,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,scale,poly,Test,0.31,0.31,0.24,0.3,0.21,0.31,0.21,0.23,0.2,0.16
8.0,scale,rbf,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,scale,rbf,Test,0.41,0.27,0.27,0.29,0.27,0.26,0.19,0.24,0.3,0.21
8.0,scale,sigmoid,Train,0.16,0.13,0.14,0.12,0.15,0.14,0.12,0.12,0.12,0.16
8.0,scale,sigmoid,Test,0.23,0.09,0.13,0.1,0.13,0.09,0.16,0.11,0.13,0.16
8.0,auto,linear,Train,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,auto,linear,Test,0.29,0.29,0.29,0.36,0.31,0.31,0.23,0.21,0.23,0.19
8.0,auto,poly,Train,0.27,0.26,0.31,0.25,0.26,0.28,0.27,0.25,0.3,0.26
8.0,auto,poly,Test,0.2,0.17,0.14,0.23,0.2,0.17,0.27,0.23,0.13,0.19
8.0,auto,rbf,Train,0.5,0.51,0.52,0.52,0.52,0.52,0.52,0.53,0.52,0.52
8.0,auto,rbf,Test,0.33,0.2,0.24,0.24,0.23,0.33,0.24,0.29,0.24,0.23
8.0,auto,sigmoid,Train,0.39,0.4,0.39,0.41,0.4,0.39,0.39,0.39,0.4,0.41
8.0,auto,sigmoid,Test,0.36,0.2,0.21,0.26,0.21,0.3,0.26,0.27,0.23,0.21
